age_group,gender_id,income_bracket,household_size,commute_minutes,orders_per_week,order_windows,avg_spend_aed,tip_pct,fav_cuisines,spice_level,max_radius_km,diet_style,allergens,pack_sustain_score,traceability_interest,pay_premium_cn,liked_features,sub_bundle_yesno,jar_return_likely,mood_menu_value,chef_live_interest,group_cart_value,reorder_nudge_optin,nps,adoption_timing,max_wait_min,fav_discount,primary_concern,badge_influence
25-34,Woman,35k+,6,61,2-3,Dinner 18-22;Late night 22-02;Lunch 11-14,45.16,0.0,Desserts / Bakery;Indian;Western-comfort,1,5.9,Omnivore,None;Dairy,2,2,No,AI meal-builder;Dynamic off-peak pricing;Mood-weather menu,No,5,2,3,3,No,5,Not interested,34,Off-peak % discount,Delivery speed,3
25-34,Woman,10-20k,1,21,0-1,Dinner 18-22,81.6,20.1,Indian;Asian-street;Arab,4,4.5,Omnivore,Gluten,3,3,Yes,Dynamic off-peak pricing;Mood-weather menu;Chef livestreams & AR plating guides;Freshness alerts;Community impact badges,No,3,5,3,2,Yes,7,Immediately,40,Free delivery,Quality trust,4
25-34,Woman,5-10k,4,9,0-1,Snack 14-17;Lunch 11-14;Dinner 18-22,35.26,10.6,Asian-street;Indian,3,5.7,Vegetarian,None,5,3,Maybe,Community impact badges;Freshness alerts;Chef livestreams & AR plating guides;Reusable-pack rewards;AI meal-builder,Yes,3,2,5,2,Yes,5,After friends’ reviews,49,Loyalty points,App ease,4
18-24,Man,<5k,4,46,0-1,Lunch 11-14;Late night 22-02,46.6,11.4,Western-comfort,2,5.6,Omnivore,Gluten;Dairy,4,3,No,Group cart & split pay;Community impact badges;Dynamic off-peak pricing;AI meal-builder;Mood-weather menu,Yes,4,4,3,5,Yes,1,Immediately,42,Off-peak % discount,Packaging waste,4
25-34,Man,10-20k,1,5,6+,Lunch 11-14;Dinner 18-22,83.39,9.1,Desserts / Bakery,1,9.9,Vegetarian,None;Gluten,5,3,No,Reusable-pack rewards;AI meal-builder,No,4,5,2,2,Yes,8,Immediately,32,Loyalty points,App ease,4
35-44,Woman,<5k,3,58,6+,Dinner 18-22;Lunch 11-14;Snack 14-17,57.61,5.8,Indian;Healthy bowls;Desserts / Bakery,1,5.6,Omnivore,None;Dairy,3,3,Maybe,Reusable-pack rewards;Chef livestreams & AR plating guides;Dynamic off-peak pricing,No,2,3,3,2,No,8,Within 1 month,46,Free delivery,Quality trust,5
25-34,Man,5-10k,3,13,4-5,Dinner 18-22;Late night 22-02;Snack 14-17,37.18,9.9,Asian-street;Western-comfort,2,5.5,Vegetarian,None,2,2,No,Chef livestreams & AR plating guides;Group cart & split pay;Mood-weather menu;Reusable-pack rewards,Yes,4,3,3,4,Yes,9,1-3 months,54,Loyalty points,Quality trust,3
45-54,Woman,5-10k,3,36,0-1,Snack 14-17;Lunch 11-14,23.3,7.3,Asian-street,4,12.8,Omnivore,Seafood;None,2,5,Yes,AI meal-builder;Group cart & split pay,No,3,2,4,3,Yes,6,Immediately,31,Off-peak % discount,Delivery speed,4
25-34,Man,10-20k,3,52,2-3,Lunch 11-14,57.72,6.9,Indian,1,11.6,Omnivore,None,4,3,Yes,Community impact badges;AI meal-builder;Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,4,4,1,4,Yes,7,Within 1 month,33,Loyalty points,Delivery speed,3
25-34,Woman,10-20k,3,41,2-3,Breakfast 6-10,88.53,0.0,Asian-street,1,8.2,Vegetarian,Nuts;None,4,4,Yes,Mood-weather menu;Chef livestreams & AR plating guides;AI meal-builder;Group cart & split pay,Yes,4,3,2,3,Yes,6,Within 1 month,16,Free delivery,Price,3
25-34,Woman,<5k,5,38,2-3,Lunch 11-14,31.99,2.2,Indian,5,7.7,Omnivore,None;Dairy,3,4,Maybe,AI meal-builder;Dynamic off-peak pricing,Yes,3,5,4,3,Yes,0,Immediately,29,Off-peak % discount,Other,3
25-34,Man,5-10k,2,44,4-5,Lunch 11-14;Dinner 18-22;Snack 14-17,44.07,15.3,Desserts / Bakery;Arab;Healthy bowls,4,6.5,Omnivore,None,4,3,Yes,Freshness alerts;Group cart & split pay;Reusable-pack rewards;Community impact badges;AI meal-builder,No,4,3,2,1,Yes,9,Not interested,43,Loyalty points,Price,3
18-24,Non-binary,20-35k,4,5,2-3,Lunch 11-14;Dinner 18-22;Breakfast 6-10,44.32,2.7,Healthy bowls;Arab;Asian-street,2,8.1,Omnivore,None,3,4,Maybe,Group cart & split pay;Dynamic off-peak pricing,No,4,4,3,3,Yes,4,Not interested,36,Off-peak % discount,Price,3
18-24,Man,<5k,1,17,0-1,Dinner 18-22;Lunch 11-14;Breakfast 6-10,94.76,9.1,Arab,4,11.5,Vegetarian,None;Nuts,4,3,Yes,Group cart & split pay;Reusable-pack rewards;AI meal-builder,No,3,4,2,4,Yes,9,Immediately,52,Loyalty points,Packaging waste,2
25-34,Woman,5-10k,7,18,0-1,Breakfast 6-10;Lunch 11-14;Dinner 18-22,71.51,3.9,Indian,2,6.8,Omnivore,None;Dairy,2,2,No,AI meal-builder;Dynamic off-peak pricing;Community impact badges;Mood-weather menu,Yes,3,3,3,5,No,4,Within 1 month,36,Off-peak % discount,Delivery speed,3
25-34,Woman,10-20k,6,59,0-1,Breakfast 6-10,94.78,3.1,Arab;Healthy bowls,2,6.9,Pescatarian,None,4,4,Yes,Chef livestreams & AR plating guides;Dynamic off-peak pricing;Group cart & split pay,No,3,2,3,4,No,5,Immediately,38,Free delivery,App ease,4
35-44,Non-binary,5-10k,4,46,0-1,Dinner 18-22;Snack 14-17;Lunch 11-14,47.14,9.7,Western-comfort,2,12.4,Omnivore,None,2,4,Maybe,Dynamic off-peak pricing;Group cart & split pay;Chef livestreams & AR plating guides,No,4,3,2,4,Yes,4,Within 1 month,37,Free delivery,Price,3
35-44,Man,20-35k,5,9,0-1,Dinner 18-22;Snack 14-17;Breakfast 6-10,57.01,9.1,Asian-street;Healthy bowls,2,9.5,Vegetarian,Dairy,3,4,Maybe,Community impact badges;Group cart & split pay,No,4,3,3,3,Yes,3,Immediately,32,Off-peak % discount,Price,4
35-44,Man,10-20k,2,63,4-5,Dinner 18-22,30.28,11.8,Asian-street,2,6.3,Omnivore,None,5,4,Maybe,Freshness alerts;Group cart & split pay;Community impact badges,Yes,4,4,1,4,Yes,5,Immediately,25,Free delivery,Quality trust,3
45-54,Woman,5-10k,2,39,2-3,Lunch 11-14;Snack 14-17;Late night 22-02,32.13,11.1,Indian;Desserts / Bakery,3,7.5,Omnivore,None;Seafood,3,3,Yes,Community impact badges;Mood-weather menu;Freshness alerts,Yes,4,4,3,4,Yes,6,Within 1 month,38,Off-peak % discount,Price,4
25-34,Woman,10-20k,2,35,4-5,Dinner 18-22,24.84,8.8,Healthy bowls;Indian,1,6.0,High-protein,Nuts,3,3,No,Group cart & split pay;Freshness alerts,Yes,2,3,5,5,Yes,6,1-3 months,55,Free delivery,App ease,1
35-44,Man,20-35k,7,44,4-5,Dinner 18-22;Lunch 11-14;Snack 14-17,53.03,7.3,Asian-street;Western-comfort,1,4.1,Omnivore,None;Soy,3,4,Yes,Mood-weather menu;Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,3,3,4,4,Yes,5,Immediately,58,Free delivery,Price,5
25-34,Woman,<5k,4,35,2-3,Dinner 18-22;Breakfast 6-10;Lunch 11-14,50.9,0.3,Indian;Asian-street;Western-comfort,2,10.2,Pescatarian,Eggs,2,4,No,Dynamic off-peak pricing;Chef livestreams & AR plating guides,No,4,4,4,4,Yes,1,1-3 months,36,Off-peak % discount,Quality trust,3
25-34,Man,10-20k,3,26,0-1,Lunch 11-14;Dinner 18-22;Snack 14-17,149.87,4.9,Asian-street;Western-comfort,3,7.0,Omnivore,Seafood;Nuts,2,3,Yes,Freshness alerts;Reusable-pack rewards,Yes,3,4,5,4,No,8,1-3 months,52,Off-peak % discount,Packaging waste,2
18-24,Woman,20-35k,4,45,0-1,Lunch 11-14;Dinner 18-22;Snack 14-17,64.8,5.1,Healthy bowls,2,9.5,Low-carb,Seafood,4,4,Yes,Freshness alerts;AI meal-builder,No,4,3,4,5,No,9,1-3 months,31,Off-peak % discount,Quality trust,4
18-24,Woman,10-20k,1,51,2-3,Lunch 11-14,69.26,13.8,Arab;Western-comfort,3,9.7,Low-carb,Soy,3,4,No,Dynamic off-peak pricing;Community impact badges;AI meal-builder,Yes,4,3,5,5,Yes,7,Within 1 month,32,Off-peak % discount,Packaging waste,3
25-34,Woman,10-20k,1,15,0-1,Lunch 11-14;Dinner 18-22,59.11,11.4,Arab;Asian-street,3,7.8,Omnivore,None;Eggs,3,4,Yes,Freshness alerts;Community impact badges;Group cart & split pay;Mood-weather menu,No,4,2,1,3,Yes,9,Not interested,39,Free dessert add-on,Delivery speed,3
25-34,Woman,5-10k,3,62,0-1,Lunch 11-14,28.41,5.9,Western-comfort;Healthy bowls;Asian-street,3,9.0,Low-carb,Gluten,4,4,Maybe,Freshness alerts;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Mood-weather menu,No,3,2,3,3,Yes,7,Within 1 month,36,Off-peak % discount,App ease,3
25-34,Man,<5k,1,61,4-5,Dinner 18-22,49.91,7.0,Indian;Desserts / Bakery;Healthy bowls,3,8.5,Omnivore,Seafood;None,4,4,No,Mood-weather menu;Freshness alerts;AI meal-builder;Group cart & split pay,Yes,2,5,4,3,No,7,Within 1 month,37,Free dessert add-on,Price,4
25-34,Man,10-20k,3,32,2-3,Dinner 18-22;Lunch 11-14;Late night 22-02,48.03,9.1,Indian;Western-comfort,4,5.4,Vegetarian,None,5,4,Yes,AI meal-builder;Dynamic off-peak pricing;Community impact badges,Yes,3,4,3,4,No,10,After friends’ reviews,24,Loyalty points,Other,1
35-44,Woman,20-35k,1,5,4-5,Lunch 11-14;Breakfast 6-10;Dinner 18-22,92.56,3.7,Asian-street,1,6.7,Omnivore,None;Seafood,4,3,No,Community impact badges;Group cart & split pay;Mood-weather menu;Dynamic off-peak pricing,No,3,4,2,3,Yes,5,Immediately,35,Loyalty points,Delivery speed,4
25-34,Woman,20-35k,1,42,2-3,Late night 22-02,60.67,8.3,Desserts / Bakery,1,11.3,Low-carb,None;Nuts,2,4,Yes,Reusable-pack rewards;Mood-weather menu,Yes,4,4,2,4,Yes,0,Within 1 month,37,Free dessert add-on,Other,3
25-34,Man,20-35k,1,35,0-1,Dinner 18-22;Lunch 11-14;Late night 22-02,68.26,7.6,Arab;Indian,2,5.5,Pescatarian,Dairy,4,2,Maybe,AI meal-builder;Dynamic off-peak pricing;Group cart & split pay;Freshness alerts,Yes,2,3,4,3,Yes,8,Immediately,40,Free delivery,Price,2
35-44,Man,20-35k,4,27,2-3,Lunch 11-14,42.79,4.2,Desserts / Bakery;Asian-street;Arab,1,13.9,Omnivore,Gluten;Dairy,4,3,Maybe,Group cart & split pay;Dynamic off-peak pricing;Mood-weather menu;Community impact badges,Yes,4,5,1,5,Yes,9,Immediately,35,Loyalty points,App ease,4
18-24,Man,<5k,3,23,2-3,Lunch 11-14;Snack 14-17,34.88,5.9,Indian;Asian-street,1,7.3,Omnivore,Nuts,5,2,Maybe,AI meal-builder;Freshness alerts;Chef livestreams & AR plating guides;Mood-weather menu;Dynamic off-peak pricing,No,3,3,2,3,Yes,9,After friends’ reviews,51,Loyalty points,Quality trust,5
25-34,Man,<5k,3,70,2-3,Lunch 11-14;Snack 14-17;Dinner 18-22,63.75,0.0,Asian-street;Arab,3,4.3,Omnivore,None;Eggs,3,4,No,Freshness alerts;Mood-weather menu,No,3,4,2,2,Yes,6,Within 1 month,41,Loyalty points,Delivery speed,3
35-44,Woman,35k+,2,7,2-3,Lunch 11-14;Snack 14-17,83.8,10.9,Desserts / Bakery;Asian-street,2,16.3,Low-carb,None;Eggs,4,4,Yes,AI meal-builder;Mood-weather menu;Dynamic off-peak pricing,Yes,3,4,3,5,Yes,9,After friends’ reviews,45,Off-peak % discount,Price,5
18-24,Man,20-35k,5,30,6+,Snack 14-17;Lunch 11-14;Dinner 18-22,67.63,14.3,Arab;Indian,3,7.0,Omnivore,None;Seafood,4,5,Maybe,Mood-weather menu;Group cart & split pay;Freshness alerts,No,3,4,1,3,Yes,9,Within 1 month,42,Loyalty points,Price,3
18-24,Woman,<5k,2,36,4-5,Dinner 18-22,43.06,7.7,Western-comfort,3,12.7,Vegetarian,None,4,4,Yes,Freshness alerts;Community impact badges,No,2,4,4,5,No,8,After friends’ reviews,35,Free delivery,Quality trust,4
55+,Woman,10-20k,2,34,6+,Breakfast 6-10,28.85,4.6,Western-comfort;Arab;Indian,2,10.6,Vegan,None,5,3,Yes,Community impact badges;AI meal-builder,No,5,3,3,4,Yes,7,Immediately,34,Off-peak % discount,Price,3
25-34,Man,5-10k,2,61,2-3,Lunch 11-14,32.97,10.1,Healthy bowls;Desserts / Bakery;Indian,1,11.3,High-protein,Gluten,5,3,No,Dynamic off-peak pricing;Reusable-pack rewards;Group cart & split pay,Yes,3,5,2,4,No,6,Immediately,38,Free dessert add-on,Delivery speed,3
35-44,Woman,20-35k,1,63,0-1,Lunch 11-14;Dinner 18-22;Snack 14-17,30.86,3.5,Western-comfort,3,7.5,Vegetarian,None;Eggs,3,3,Yes,Mood-weather menu;AI meal-builder;Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,3,4,3,5,No,9,Immediately,38,Off-peak % discount,Delivery speed,2
55+,Woman,20-35k,2,54,2-3,Dinner 18-22;Snack 14-17,63.12,9.7,Indian;Arab,2,7.0,Omnivore,Dairy,4,4,No,Freshness alerts;Dynamic off-peak pricing;AI meal-builder;Mood-weather menu,Yes,4,5,1,3,No,6,Within 1 month,31,Free delivery,Delivery speed,4
18-24,Woman,10-20k,5,6,2-3,Late night 22-02,53.32,0.0,Arab;Healthy bowls,1,12.7,Vegetarian,None,4,4,Yes,Group cart & split pay;Community impact badges;Chef livestreams & AR plating guides,No,3,2,3,3,Yes,8,Within 1 month,39,Free delivery,Other,3
45-54,Woman,10-20k,1,27,2-3,Lunch 11-14;Late night 22-02;Dinner 18-22,80.26,12.1,Desserts / Bakery,2,8.1,Omnivore,None;Seafood,3,4,Yes,Reusable-pack rewards;AI meal-builder;Mood-weather menu;Community impact badges,Yes,5,4,2,2,No,4,After friends’ reviews,42,Free delivery,App ease,3
18-24,Woman,10-20k,3,33,2-3,Dinner 18-22,56.24,2.6,Healthy bowls;Indian;Desserts / Bakery,4,6.6,High-protein,None,4,4,Yes,AI meal-builder;Community impact badges;Mood-weather menu,Yes,3,4,3,5,Yes,8,Within 1 month,39,Off-peak % discount,App ease,1
25-34,Man,10-20k,2,40,0-1,Dinner 18-22;Lunch 11-14;Breakfast 6-10,80.09,9.4,Indian;Healthy bowls;Asian-street,2,11.1,Omnivore,None,4,3,No,AI meal-builder;Chef livestreams & AR plating guides,No,3,4,4,3,Yes,5,After friends’ reviews,35,Loyalty points,Price,5
25-34,Man,<5k,3,32,2-3,Dinner 18-22;Lunch 11-14,31.42,7.9,Healthy bowls,4,6.7,Omnivore,Soy,3,5,Yes,Reusable-pack rewards;Group cart & split pay;Community impact badges;Freshness alerts,Yes,3,3,3,2,Yes,6,After friends’ reviews,35,Off-peak % discount,Delivery speed,3
25-34,Woman,5-10k,3,11,2-3,Lunch 11-14;Dinner 18-22;Late night 22-02,73.23,9.5,Healthy bowls;Asian-street,2,6.2,Omnivore,None;Nuts,3,3,No,AI meal-builder;Community impact badges;Group cart & split pay,Yes,4,2,3,3,No,4,After friends’ reviews,55,Off-peak % discount,Delivery speed,4
35-44,Woman,20-35k,2,62,0-1,Dinner 18-22;Snack 14-17;Lunch 11-14,80.46,5.2,Indian;Asian-street,3,5.1,Vegan,Dairy;Nuts,4,4,Yes,Group cart & split pay;Community impact badges;AI meal-builder,No,4,2,3,5,Yes,9,Within 1 month,31,Off-peak % discount,Packaging waste,2
18-24,Man,10-20k,4,7,0-1,Lunch 11-14;Snack 14-17,43.04,13.0,Desserts / Bakery;Indian,4,5.1,Low-carb,Gluten;Nuts,4,3,No,Mood-weather menu;Freshness alerts;Community impact badges,Yes,5,5,2,4,Yes,7,Immediately,41,Loyalty points,Price,2
35-44,Woman,10-20k,2,30,2-3,Late night 22-02;Dinner 18-22,43.08,5.9,Western-comfort;Healthy bowls;Desserts / Bakery,1,13.0,Vegan,Dairy;Nuts,4,4,No,Dynamic off-peak pricing;AI meal-builder;Reusable-pack rewards;Freshness alerts,No,3,3,4,4,No,10,Immediately,49,Loyalty points,Packaging waste,2
18-24,Man,10-20k,4,39,4-5,Lunch 11-14;Snack 14-17;Breakfast 6-10,90.13,3.7,Indian,3,9.6,Omnivore,None;Soy,3,5,Maybe,Freshness alerts;Group cart & split pay;Chef livestreams & AR plating guides,Yes,5,1,2,4,No,1,Within 1 month,60,Off-peak % discount,Price,4
45-54,Man,10-20k,1,38,2-3,Snack 14-17,142.14,17.6,Asian-street,2,6.0,Omnivore,Seafood,3,3,Yes,Mood-weather menu;Group cart & split pay;Dynamic off-peak pricing;Freshness alerts;Community impact badges,Yes,2,3,3,4,No,7,Immediately,34,Loyalty points,Packaging waste,4
55+,Man,10-20k,2,5,2-3,Lunch 11-14,50.19,10.6,Indian;Desserts / Bakery;Western-comfort,4,9.3,Vegetarian,Nuts,2,4,No,AI meal-builder;Mood-weather menu;Chef livestreams & AR plating guides;Community impact badges,No,4,4,3,4,Yes,5,1-3 months,48,Off-peak % discount,Quality trust,5
25-34,Man,10-20k,7,33,2-3,Lunch 11-14;Snack 14-17,47.41,6.1,Healthy bowls,2,6.0,Low-carb,Nuts;Gluten,4,2,No,Freshness alerts;Group cart & split pay;Mood-weather menu;Reusable-pack rewards;AI meal-builder,No,3,2,5,5,Yes,9,1-3 months,35,Free dessert add-on,Delivery speed,3
25-34,Woman,10-20k,1,85,0-1,Snack 14-17,54.14,7.4,Desserts / Bakery;Arab,2,5.7,Low-carb,None;Gluten,4,5,Maybe,Community impact badges;Group cart & split pay;AI meal-builder;Mood-weather menu,Yes,3,5,3,4,Yes,6,Within 1 month,47,Off-peak % discount,Quality trust,5
18-24,Non-binary,5-10k,1,48,2-3,Late night 22-02,41.54,1.6,Arab,3,9.8,Omnivore,None,3,4,Yes,Freshness alerts;Mood-weather menu,Yes,5,4,4,4,Yes,6,Not interested,49,Off-peak % discount,Quality trust,4
45-54,Woman,<5k,4,37,2-3,Dinner 18-22;Late night 22-02,48.89,7.8,Western-comfort,1,4.6,Vegan,Eggs,4,5,Yes,AI meal-builder;Dynamic off-peak pricing;Reusable-pack rewards,Yes,4,4,3,5,Yes,10,1-3 months,44,Off-peak % discount,Delivery speed,3
25-34,Man,10-20k,2,31,6+,Dinner 18-22;Late night 22-02;Breakfast 6-10,43.35,3.4,Western-comfort;Arab;Asian-street,4,9.6,Vegetarian,None,3,3,Yes,Community impact badges;Group cart & split pay,Yes,3,1,5,4,No,5,After friends’ reviews,34,Free delivery,Delivery speed,4
35-44,Man,10-20k,2,58,4-5,Lunch 11-14;Dinner 18-22,70.59,10.7,Asian-street;Healthy bowls;Desserts / Bakery,4,14.7,Omnivore,None;Eggs,3,4,Yes,Mood-weather menu;Chef livestreams & AR plating guides;Community impact badges;Dynamic off-peak pricing,Yes,3,1,2,5,Yes,3,Immediately,41,Loyalty points,Quality trust,3
35-44,Woman,20-35k,1,31,4-5,Lunch 11-14;Dinner 18-22,71.13,1.3,Indian;Arab,3,9.1,Omnivore,None,4,4,Yes,Freshness alerts;Dynamic off-peak pricing;Mood-weather menu;Reusable-pack rewards,No,1,5,1,2,Yes,4,Immediately,35,Free delivery,App ease,2
25-34,Woman,5-10k,3,44,2-3,Dinner 18-22,39.62,15.0,Asian-street,3,7.8,Omnivore,None,5,3,Maybe,Mood-weather menu;Community impact badges,Yes,3,4,2,4,No,9,1-3 months,38,Free delivery,Other,4
35-44,Woman,10-20k,3,20,2-3,Breakfast 6-10;Late night 22-02,53.35,19.1,Desserts / Bakery,4,5.8,Low-carb,Nuts;None,3,3,Yes,Community impact badges;AI meal-builder;Dynamic off-peak pricing;Group cart & split pay,Yes,4,5,2,4,Yes,7,After friends’ reviews,31,Off-peak % discount,Quality trust,2
25-34,Non-binary,5-10k,2,30,2-3,Dinner 18-22;Late night 22-02;Snack 14-17,47.89,1.6,Indian;Healthy bowls,3,4.7,Omnivore,None;Eggs,3,4,Yes,Mood-weather menu;Chef livestreams & AR plating guides;Group cart & split pay,No,4,4,2,3,Yes,4,Immediately,36,Loyalty points,Delivery speed,2
18-24,Woman,35k+,2,56,2-3,Dinner 18-22;Lunch 11-14;Late night 22-02,30.25,0.0,Arab,3,5.5,Omnivore,Nuts,3,2,No,Group cart & split pay;Mood-weather menu,Yes,5,5,3,5,Yes,6,Within 1 month,45,Loyalty points,Price,4
18-24,Man,10-20k,6,52,2-3,Snack 14-17;Late night 22-02,42.28,5.0,Asian-street;Healthy bowls;Western-comfort,2,5.2,Pescatarian,Nuts;Gluten,4,5,Yes,Dynamic off-peak pricing;Mood-weather menu,No,5,4,4,2,Yes,7,Within 1 month,40,Loyalty points,App ease,3
25-34,Man,10-20k,1,31,4-5,Lunch 11-14;Dinner 18-22,46.59,0.0,Asian-street;Desserts / Bakery;Western-comfort,1,3.0,Omnivore,None,3,4,Maybe,Group cart & split pay;Chef livestreams & AR plating guides;Community impact badges;Freshness alerts,Yes,3,5,4,3,Yes,8,Within 1 month,31,Free delivery,Delivery speed,3
35-44,Woman,5-10k,2,24,4-5,Lunch 11-14,87.42,6.9,Desserts / Bakery;Asian-street,2,13.5,Pescatarian,Nuts,3,4,No,Dynamic off-peak pricing;Freshness alerts,Yes,3,2,4,5,Yes,8,Immediately,37,Free delivery,Quality trust,4
45-54,Man,10-20k,2,22,2-3,Snack 14-17,74.6,5.4,Healthy bowls,3,9.8,Omnivore,Dairy,2,3,Maybe,Freshness alerts;AI meal-builder,Yes,4,3,4,2,Yes,6,After friends’ reviews,61,Loyalty points,Quality trust,2
18-24,Woman,10-20k,3,37,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,52.76,9.5,Western-comfort,1,5.5,Vegan,None,5,4,Yes,AI meal-builder;Community impact badges;Chef livestreams & AR plating guides,Yes,5,5,1,4,Yes,6,Immediately,41,Off-peak % discount,Price,4
18-24,Woman,20-35k,4,52,4-5,Breakfast 6-10,55.43,4.7,Indian,3,11.1,Omnivore,None;Nuts,4,2,No,Group cart & split pay;Chef livestreams & AR plating guides;AI meal-builder,Yes,3,4,3,5,Yes,9,Not interested,43,Off-peak % discount,Other,3
35-44,Man,5-10k,3,50,2-3,Dinner 18-22;Lunch 11-14;Breakfast 6-10,43.65,8.0,Western-comfort;Indian;Healthy bowls,4,3.0,Omnivore,None,3,5,Maybe,Group cart & split pay;Community impact badges;Freshness alerts;Mood-weather menu;AI meal-builder,Yes,3,4,4,2,Yes,10,1-3 months,33,Loyalty points,Price,5
35-44,Man,5-10k,4,14,6+,Snack 14-17;Dinner 18-22,55.65,11.2,Indian;Arab,2,4.5,Vegetarian,Dairy,4,4,Maybe,Dynamic off-peak pricing;Community impact badges;Freshness alerts;AI meal-builder;Chef livestreams & AR plating guides,Yes,4,3,3,4,Yes,5,Within 1 month,49,Free delivery,Quality trust,4
35-44,Man,<5k,2,52,0-1,Snack 14-17,64.02,1.3,Indian,4,3.1,Omnivore,Seafood;Soy,3,3,Yes,Group cart & split pay;Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides;AI meal-builder,Yes,4,3,4,4,Yes,6,1-3 months,27,Loyalty points,Delivery speed,4
25-34,Non-binary,20-35k,2,10,6+,Dinner 18-22,54.02,9.3,Indian,2,3.0,Low-carb,Nuts;Gluten,3,3,Maybe,Community impact badges;Group cart & split pay,Yes,5,3,3,3,No,10,Immediately,24,Free delivery,Price,5
18-24,Woman,20-35k,2,5,2-3,Late night 22-02;Lunch 11-14;Snack 14-17,60.91,14.4,Asian-street;Arab;Western-comfort,3,13.6,High-protein,None,3,3,Maybe,Community impact badges;Chef livestreams & AR plating guides;Group cart & split pay;Reusable-pack rewards,No,4,1,3,5,Yes,6,Not interested,51,Off-peak % discount,Delivery speed,5
18-24,Woman,10-20k,2,10,6+,Dinner 18-22;Lunch 11-14;Late night 22-02,49.1,7.9,Western-comfort;Indian;Healthy bowls,2,2.7,Omnivore,Dairy,4,4,Yes,Dynamic off-peak pricing;Mood-weather menu;Freshness alerts,No,2,4,2,2,Yes,1,After friends’ reviews,69,Off-peak % discount,Price,3
18-24,Man,5-10k,4,28,4-5,Lunch 11-14;Snack 14-17;Dinner 18-22,42.41,4.7,Indian,2,8.3,Omnivore,None;Eggs,4,4,Yes,Freshness alerts;Mood-weather menu,No,5,5,3,3,Yes,6,Not interested,39,Free dessert add-on,Packaging waste,4
35-44,Woman,20-35k,6,68,4-5,Dinner 18-22;Breakfast 6-10,72.36,6.0,Asian-street,3,5.6,High-protein,None,5,3,Yes,AI meal-builder;Freshness alerts;Mood-weather menu;Chef livestreams & AR plating guides;Reusable-pack rewards,No,4,4,3,2,Yes,4,Not interested,51,Off-peak % discount,Price,4
35-44,Woman,10-20k,4,59,2-3,Lunch 11-14;Dinner 18-22;Breakfast 6-10,133.3,5.3,Healthy bowls,1,4.7,Omnivore,None,2,3,Maybe,AI meal-builder;Freshness alerts,Yes,5,4,4,3,Yes,8,Within 1 month,31,Off-peak % discount,Delivery speed,5
25-34,Man,20-35k,3,32,2-3,Dinner 18-22;Lunch 11-14,46.93,1.0,Asian-street,2,12.1,Omnivore,Nuts;Dairy,4,5,Maybe,Freshness alerts;Reusable-pack rewards;Group cart & split pay,No,4,3,4,4,Yes,4,Immediately,33,Free dessert add-on,Packaging waste,5
45-54,Man,20-35k,6,25,6+,Snack 14-17;Dinner 18-22;Lunch 11-14,57.88,8.7,Asian-street;Indian,4,5.2,Omnivore,None,3,3,Yes,AI meal-builder;Reusable-pack rewards,No,4,2,2,4,Yes,10,Within 1 month,50,Off-peak % discount,Packaging waste,4
25-34,Man,20-35k,1,19,4-5,Dinner 18-22;Snack 14-17;Lunch 11-14,66.32,12.3,Healthy bowls;Asian-street,1,6.1,Omnivore,None;Gluten,4,4,Maybe,Freshness alerts;Group cart & split pay;Mood-weather menu;Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,4,3,3,4,Yes,9,Within 1 month,49,Off-peak % discount,Price,2
25-34,Man,20-35k,1,27,0-1,Lunch 11-14,54.27,6.4,Desserts / Bakery;Arab;Asian-street,1,8.1,Low-carb,Dairy;None,4,5,Maybe,Group cart & split pay;AI meal-builder;Freshness alerts;Chef livestreams & AR plating guides;Community impact badges,Yes,3,3,3,2,No,7,Within 1 month,63,Off-peak % discount,App ease,3
25-34,Man,5-10k,2,51,2-3,Dinner 18-22,39.06,6.5,Asian-street,3,10.9,Vegetarian,None;Soy,5,3,No,Dynamic off-peak pricing;AI meal-builder,Yes,1,4,3,1,Yes,9,After friends’ reviews,18,Free dessert add-on,Price,3
25-34,Man,5-10k,3,19,0-1,Late night 22-02,38.54,4.4,Desserts / Bakery,2,8.1,Pescatarian,Gluten;Nuts,2,3,Yes,Reusable-pack rewards;Chef livestreams & AR plating guides,Yes,3,4,3,5,Yes,7,After friends’ reviews,19,Loyalty points,Price,2
